"Name" "RA" "Dec"
"NI718" "11:39:54.07" "+08:52:00.12"
"N3795" "11:40:06.07" "+58:37:00.12"
"N3797" "11:40:06.07" "+31:54:00.36"
"N3798" "11:40:12.07" "+24:43:00.12"
"N3799" "11:40:12.07" "+15:20:00.24"
"N3800" "11:40:12.07" "+15:21:00.00"
"N3801" "11:40:18.07" "+17:44:00.24"
"N3802" "11:40:18.07" "+17:46:00.12"
"N3803" "11:40:18.07" "+17:49:00.12"
"NI719" "11:40:18.07" "+09:00:00.00"
"N3796" "11:40:36.07" "+60:18:00.36"
"N3808" "11:40:42.07" "+22:27:00.00"
"N3805" "11:40:48.07" "+20:22:00.12"
"N3806" "11:40:48.07" "+17:48:00.00"
"N3807" "11:40:48.07" "+17:47:00.24"
"N3804" "11:40:54.07" "+56:12:00.36"
"NI2949" "11:40:54.07" "-46:29:00.24"
"N3810" "11:41:00.07" "+11:28:00.12"
"N3812" "11:41:06.07" "+24:51:00.00"
"N3809" "11:41:18.07" "+59:54:00.36"
"N3811" "11:41:18.07" "+47:42:00.36"
"N3813" "11:41:18.07" "+36:33:00.36"
"N3814" "11:41:30.07" "+24:49:00.12"
"NI2950" "11:41:36.07" "+37:58:00.12"
"N3815" "11:41:42.07" "+24:49:00.12"
"N3816" "11:41:48.07" "+20:07:00.12"
"N3817" "11:41:54.07" "+10:19:00.12"
"N3818" "11:42:00.07" "-06:09:00.00"
"N3819" "11:42:06.07" "+10:22:00.12"
"N3820" "11:42:06.07" "+10:24:00.00"
"N3821" "11:42:12.07" "+20:20:00.24"
"N3822" "11:42:12.07" "+10:17:00.24"
"N3823" "11:42:12.07" "-13:51:00.00"
"NI720" "11:42:18.07" "+08:46:00.12"
"N3825" "11:42:24.07" "+10:17:00.24"
"N3826" "11:42:24.07" "+26:30:00.00"
"NI721" "11:42:30.07" "-08:22:00.12"
"N3827" "11:42:36.07" "+18:51:00.00"
"NI722" "11:42:36.07" "+09:04:00.12"
"N3824" "11:42:48.07" "+52:47:00.24"
"N3828" "11:42:54.07" "+16:30:00.00"
"N3901" "11:43:00.05" "+77:24:00.36"
"NI723" "11:43:00.07" "-08:19:00.12"
"N3830" "11:43:12.07" "+26:35:00.24"
"N3831" "11:43:12.07" "-12:52:00.12"
"NI724" "11:43:24.07" "+09:02:00.24"
"NI2951" "11:43:24.07" "+19:44:00.24"
"N3829" "11:43:30.07" "+52:43:00.12"
"N3832" "11:43:30.07" "+22:44:00.24"
"N3833" "11:43:30.07" "+10:10:00.12"
"N3836" "11:43:30.07" "-16:48:00.00"
"NI725" "11:43:30.07" "-01:40:00.12"
"N3834" "11:43:36.07" "+19:05:00.24"
"N3848" "11:43:42.07" "+10:16:00.12"
"NI726" "11:43:48.07" "+33:18:00.36"
"N3837" "11:43:54.07" "+19:54:00.00"
"N3839" "11:43:54.07" "+10:48:00.00"
"N3840" "11:43:54.07" "+20:05:00.24"
"N3843" "11:43:54.07" "+07:56:00.24"
"N3841" "11:44:00.07" "+19:59:00.24"
"N3842" "11:44:00.07" "+19:57:00.00"
"N3844" "11:44:00.07" "+20:02:00.24"
"N3835" "11:44:06.07" "+60:07:00.12"
"N3845" "11:44:06.07" "+20:00:00.00"
"N3838" "11:44:12.07" "+57:57:00.36"
"N3847" "11:44:12.07" "+33:21:00.36"
"N3849" "11:44:12.07" "+03:10:00.12"
"N3851" "11:44:18.07" "+19:59:00.24"
"N3855" "11:44:18.07" "+33:20:00.24"
"NI2952" "11:44:18.07" "+33:20:00.24"
"N3852" "11:44:24.07" "+10:18:00.00"
"N3853" "11:44:24.07" "+16:34:00.12"
"N3856" "11:44:24.07" "+33:20:00.24"
"NI2953" "11:44:24.07" "+33:20:00.24"
"N3846" "11:44:30.07" "+55:40:00.12"
"N3854" "11:44:30.07" "-09:22:00.12"
"NI727" "11:44:30.07" "+10:46:00.12"
"N3860" "11:44:36.07" "+19:49:00.12"
"N3857" "11:44:48.07" "+19:33:00.00"
"N3861" "11:44:48.07" "+20:00:00.00"
"N3858" "11:44:54.07" "-09:16:00.12"
"N3859" "11:44:54.07" "+19:28:00.12"
"N3865" "11:44:54.07" "-09:13:59.88"
"NI728" "11:44:54.07" "-01:36:00.00"
"N3862" "11:45:06.07" "+19:36:00.00"
"N3863" "11:45:06.07" "+08:29:00.24"
"NI2955" "11:45:06.07" "+19:36:00.00"
"N3864" "11:45:12.07" "+19:24:00.00"
"NI729" "11:45:12.07" "+33:19:00.12"
"NI2954" "11:45:12.07" "+26:46:00.12"
"NI2956" "11:45:12.07" "+26:46:00.12"
"N3866" "11:45:18.07" "-09:19:59.88"
"N3867" "11:45:24.07" "+19:24:00.00"
"N3868" "11:45:24.07" "+19:27:00.00"
"N3876" "11:45:24.07" "+09:11:00.24"
"N3850" "11:45:36.07" "+55:53:00.24"
"NI730" "11:45:36.07" "+03:13:00.12"
"NI2957" "11:45:36.07" "+33:18:00.36"
"N3873" "11:45:42.07" "+19:47:00.24"
"NI2958" "11:45:42.07" "+33:09:00.36"
"N3869" "11:45:48.07" "+10:50:00.24"
"N3872" "11:45:48.07" "+13:46:00.12"
"N3874" "11:45:48.07" "+08:33:00.00"
"N3875" "11:45:48.07" "+19:46:00.12"
"N3870" "11:45:54.07" "+50:12:00.36"
"NI731" "11:46:00.07" "+49:34:00.12"
"NI732" "11:46:00.07" "+20:26:00.24"
"NI733" "11:46:00.07" "-08:10:00.12"
"N3877" "11:46:06.07" "+47:30:00.36"
"N3882" "11:46:06.07" "-56:22:00.12"
"NI2959" "11:46:06.07" "+33:06:00.36"
"N3871" "11:46:12.07" "+33:05:00.24"
"N3878" "11:46:12.07" "+33:12:00.36"
"N3884" "11:46:12.07" "+20:25:00.12"
"NI734" "11:46:12.07" "-08:16:59.88"
"N3880" "11:46:18.07" "+33:10:00.12"
"NI2960" "11:46:18.07" "+34:59:00.24"
"N3881" "11:46:30.07" "+33:07:00.12"
"N3883" "11:46:48.07" "+20:42:00.00"
"N3885" "11:46:48.07" "-27:55:00.12"
"N3879" "11:46:54.07" "+69:24:00.36"
"N3886" "11:47:06.07" "+19:51:00.00"
"N3887" "11:47:06.07" "-16:51:00.00"
"N3888" "11:47:36.07" "+55:58:00.12"
"NI2961" "11:47:48.07" "+31:21:00.36"
"N3889" "11:47:54.07" "+56:02:00.24"
"N3891" "11:48:00.07" "+30:23:00.24"
"N3892" "11:48:00.07" "-10:58:00.12"
"NI735" "11:48:12.07" "+10:13:00.12"
"NI736" "11:48:24.07" "+12:43:00.12"
"NI737" "11:48:30.07" "+12:43:00.12"
"N3893" "11:48:36.07" "+48:43:00.12"
"N3894" "11:48:48.07" "+59:25:00.12"
"N3896" "11:48:54.07" "+48:41:00.24"
"NI738" "11:48:54.07" "-04:40:59.88"
"N3897" "11:49:00.07" "+35:01:00.12"
"N3895" "11:49:06.07" "+59:26:00.24"
"N3903" "11:49:06.07" "-37:30:00.00"
"N3905" "11:49:06.07" "-09:43:59.88"
"NI2962" "11:49:06.07" "-12:19:00.12"
"N3898" "11:49:12.07" "+56:05:00.24"
"N3899" "11:49:12.07" "+26:28:00.12"
"N3900" "11:49:12.07" "+27:01:00.12"
"N3904" "11:49:12.07" "-29:17:00.24"
"N3902" "11:49:18.07" "+26:07:00.12"
"N3890" "11:49:24.05" "+74:20:00.24"
"N3911" "11:49:24.07" "+24:57:00.00"
"NI2963" "11:49:24.07" "-05:07:00.12"
"N3907" "11:49:30.07" "-01:04:00.12"
"N3909" "11:49:36.07" "-48:15:00.36"
"N3906" "11:49:42.07" "+48:26:00.24"
"NI2964" "11:49:48.07" "+12:02:00.24"
"N3908" "11:49:54.07" "+12:11:00.24"
"N3172" "11:49:59.71" "+89:07:00.48"
"N3910" "11:50:00.07" "+21:22:00.12"
"N3912" "11:50:06.07" "+26:29:00.24"
"N3920" "11:50:06.07" "+24:57:00.00"
"N3918" "11:50:18.07" "-57:11:00.24"
"NI739" "11:50:24.07" "+23:49:00.12"
"NI2966" "11:50:24.07" "-64:54:00.36"
"NI741" "11:50:30.07" "-04:49:00.12"
"N3913" "11:50:36.07" "+55:21:00.36"
"N3914" "11:50:36.07" "+06:35:00.24"
"N3915" "11:50:36.07" "-05:07:59.88"
"N3919" "11:50:36.07" "+20:01:00.12"
"NI740" "11:50:36.07" "+55:21:00.36"
"N3916" "11:50:48.07" "+55:09:00.36"
"N3917" "11:50:48.07" "+51:50:00.24"
"NI2967" "11:50:48.07" "+30:52:00.12"
"N3960" "11:50:54.07" "-55:42:00.36"
"N3923" "11:51:00.07" "-28:48:00.00"
"NI742" "11:51:00.07" "+20:48:00.00"
"N3921" "11:51:06.07" "+55:05:00.24"
"N3922" "11:51:12.07" "+50:11:00.24"
"N3931" "11:51:12.07" "+52:00:00.36"
"N3925" "11:51:18.07" "+21:55:00.12"
"N3942" "11:51:24.07" "-11:24:00.00"
"N3926" "11:51:30.07" "+22:03:00.00"
"N3927" "11:51:36.07" "+28:09:00.36"
"N3929" "11:51:42.07" "+21:01:00.12"
"N3928" "11:51:48.07" "+48:41:00.24"
"N3930" "11:51:48.07" "+38:01:00.12"
"N3933" "11:52:00.07" "+16:49:00.12"
"N3934" "11:52:12.07" "+16:52:00.12"
"N3936" "11:52:18.07" "-26:54:00.00"
"N3935" "11:52:24.07" "+32:25:00.12"
"N3932" "11:52:30.07" "+48:28:00.12"
"N3924" "11:52:36.07" "+50:01:00.12"
"NI2968" "11:52:36.07" "+20:36:00.00"
"NI2969" "11:52:36.07" "-03:52:00.12"
"N3937" "11:52:42.07" "+20:39:00.00"
"N3940" "11:52:42.07" "+21:01:00.12"
"N3938" "11:52:48.07" "+44:07:00.12"
"N3941" "11:52:54.07" "+36:59:00.24"
"N3943" "11:52:54.07" "+20:30:00.00"
"N3944" "11:53:06.07" "+26:14:00.24"
"N3939" "11:53:12.05" "+75:07:00.48"
"N3945" "11:53:12.07" "+60:41:00.24"
"NI2970" "11:53:12.07" "-23:07:00.12"
"N3946" "11:53:24.07" "+21:03:00.00"
"N3947" "11:53:24.07" "+20:45:00.00"
"N3948" "11:53:24.07" "+20:59:00.24"
"NI743" "11:53:24.07" "-13:16:00.12"
"NI2971" "11:53:30.07" "+30:41:00.24"
"N3949" "11:53:42.07" "+47:52:00.12"
"N3950" "11:53:42.07" "+47:56:00.24"
"N3951" "11:53:42.07" "+23:24:00.00"
"N3952" "11:53:42.07" "-04:00:00.00"
"N3954" "11:53:42.07" "+20:54:00.00"
"NI2972" "11:53:42.07" "-03:58:59.88"
"N3953" "11:53:48.07" "+52:20:00.24"
"NI2973" "11:53:48.07" "+33:21:00.36"
"NI2974" "11:53:54.07" "-05:09:00.00"
"N3955" "11:54:00.07" "-23:10:00.12"
"N3956" "11:54:00.07" "-20:34:00.12"
"N3957" "11:54:00.07" "-19:34:00.12"
"NI2965" "11:54:00.07" "-19:34:00.12"
"NI744" "11:54:06.07" "+23:12:00.00"
"NI2975" "11:54:12.07" "-05:46:59.88"
"NI745" "11:54:18.07" "+00:07:59.88"
"NI2976" "11:54:30.07" "-02:43:00.12"
"N3958" "11:54:36.07" "+58:22:00.12"
"N3959" "11:54:36.07" "-07:43:59.88"
"N3962" "11:54:42.07" "-13:58:00.12"
"N3964" "11:54:48.07" "+28:16:00.12"
"N3961" "11:55:00.07" "+69:20:00.24"
"N3963" "11:55:00.07" "+58:30:00.36"
"N3965" "11:55:06.07" "-10:52:00.12"
"N3969" "11:55:06.07" "-18:56:00.24"
"N3967" "11:55:12.07" "-07:49:59.88"
"NI2977" "11:55:12.07" "-37:42:00.00"
"N3970" "11:55:18.07" "-12:01:59.88"
"N3968" "11:55:30.07" "+11:58:00.12"
"N3971" "11:55:36.07" "+30:00:00.36"
"N3973" "11:55:36.07" "+12:01:00.12"
"NI746" "11:55:36.07" "+25:53:00.24"
"N3966" "11:55:42.07" "+32:12:00.36"
"N3974" "11:55:42.07" "-12:00:00.00"
"N3972" "11:55:48.07" "+55:19:00.12"
"N3975" "11:55:54.07" "+60:32:00.24"
"N3976" "11:56:00.07" "+06:45:00.00"
"N3977" "11:56:06.07" "+55:24:00.36"
"N3979" "11:56:06.07" "-02:42:00.00"
"N3980" "11:56:06.07" "+55:23:00.24"
"N3981" "11:56:06.07" "-19:54:00.00"
"N3978" "11:56:12.07" "+60:31:00.48"
"N3983" "11:56:24.07" "+23:53:00.24"
"NI2978" "11:56:24.07" "+32:01:00.12"
"N3982" "11:56:30.07" "+55:08:00.24"
"N3985" "11:56:42.07" "+48:20:00.24"
"N3986" "11:56:42.07" "+32:01:00.12"
"NI2979" "11:56:54.07" "+33:09:00.36"
"NI747" "11:57:06.07" "-08:18:00.00"
"N3987" "11:57:18.07" "+25:12:00.00"
"N3988" "11:57:24.07" "+27:53:00.24"
"N3989" "11:57:24.07" "+25:14:00.24"
"N3991" "11:57:30.07" "+32:20:00.24"
"NI748" "11:57:30.07" "+07:28:00.12"
"NI2980" "11:57:30.05" "-73:41:00.24"
"N3990" "11:57:36.07" "+55:28:00.12"
"N3992" "11:57:36.07" "+53:23:00.24"
"N3993" "11:57:36.07" "+25:15:00.00"
"N3994" "11:57:36.07" "+32:17:00.24"
"N3995" "11:57:42.07" "+32:18:00.36"
"N3984" "11:57:48.07" "+29:03:00.36"
"N3996" "11:57:48.07" "+14:19:00.12"
"N3997" "11:57:48.07" "+25:16:00.12"
"NI2981" "11:57:48.07" "+33:11:00.24"
"NI2982" "11:57:48.07" "+27:49:00.12"
"N3998" "11:57:54.07" "+55:27:00.36"
"N4000" "11:58:00.07" "+25:09:00.00"
"N4002" "11:58:00.07" "+23:13:00.12"
"N4003" "11:58:00.07" "+23:08:00.24"
"N4001" "11:58:06.07" "+47:20:00.24"
"N4004" "11:58:06.07" "+27:53:00.24"
"N4005" "11:58:12.07" "+25:08:00.24"
"N4006" "11:58:12.07" "-02:04:59.88"
"N4007" "11:58:12.07" "+25:08:00.24"
"N4008" "11:58:18.07" "+28:12:00.36"
"NI2983" "11:58:18.07" "-02:04:59.88"
"N3999" "11:58:24.07" "+25:09:00.00"
"N4009" "11:58:24.07" "+25:13:00.12"
"N4011" "11:58:24.07" "+25:07:00.12"
"N4016" "11:58:24.07" "+27:31:00.12"
"N4012" "11:58:30.07" "+10:02:00.24"
"N4013" "11:58:30.07" "+43:57:00.36"
"N4024" "11:58:30.07" "-18:21:00.00"
"N4010" "11:58:36.07" "+47:16:00.12"
"N4014" "11:58:36.07" "+16:11:00.24"
"NI749" "11:58:36.07" "+42:44:00.24"
"N4015" "11:58:42.07" "+25:03:00.00"
"N4017" "11:58:42.07" "+27:26:00.24"
"N4018" "11:58:42.07" "+25:20:00.24"
"N4019" "11:58:54.07" "+14:13:00.12"
"N4020" "11:58:54.07" "+30:25:00.12"
"NI750" "11:58:54.07" "+42:43:00.12"
"NI751" "11:58:54.07" "+42:34:00.12"
"N4021" "11:59:00.07" "+25:06:00.00"
"N4022" "11:59:00.07" "+25:14:00.24"
"N4023" "11:59:06.07" "+25:00:00.00"
"NI2984" "11:59:06.07" "+30:42:00.36"
"N4025" "11:59:12.07" "+37:48:00.36"
"NI753" "11:59:12.07" "-00:30:00.00"
"NI2985" "11:59:12.07" "+30:44:00.24"
"NI752" "11:59:18.07" "+42:33:00.36"
"N4026" "11:59:24.07" "+50:58:00.12"
"NI754" "11:59:24.07" "-01:37:59.88"
"N4027" "11:59:30.07" "-19:16:00.12"
"NI2986" "11:59:48.07" "+30:52:00.12"
"N4028" "11:59:54.07" "+16:14:00.24"
"N4029" "12:00:06.07" "+08:12:00.00"
"N4030" "12:00:24.07" "-01:06:00.00"
"N4031" "12:00:30.07" "+31:57:00.36"
"N4035" "12:00:30.07" "-15:57:00.00"
"N4032" "12:00:36.07" "+20:04:00.12"
"N4033" "12:00:36.07" "-17:51:00.00"
"NI755" "12:01:12.07" "+14:06:00.00"
"N4036" "12:01:24.07" "+61:54:00.36"
"N4037" "12:01:24.07" "+13:24:00.00"
"N4034" "12:01:30.07" "+69:19:00.48"
"N4038" "12:01:54.07" "-18:52:00.12"
"N4039" "12:01:54.07" "-18:53:00.24"
"N4052" "12:01:54.07" "-63:12:00.36"
"N4040" "12:02:12.07" "+17:50:00.24"
"N4041" "12:02:12.07" "+62:08:00.24"
"N4042" "12:02:24.07" "+20:09:00.00"
"N4043" "12:02:24.07" "+04:21:00.00"
"N4044" "12:02:30.07" "-00:10:59.88"
"N4045" "12:02:42.07" "+01:58:59.88"
"N4046" "12:02:48.07" "+01:45:00.00"
"N4047" "12:02:54.07" "+48:38:00.24"
"N4048" "12:02:54.07" "+18:01:00.12"
"N4050" "12:02:54.07" "-16:22:00.12"
"N4049" "12:03:00.07" "+18:46:00.12"
"NI756" "12:03:00.07" "+04:49:59.88"
"N4051" "12:03:12.07" "+44:32:00.24"
"N4053" "12:03:12.07" "+19:44:00.24"
"N4054" "12:03:12.07" "+57:54:00.36"
"NI757" "12:03:24.07" "+52:39:00.36"
"NI2987" "12:03:24.07" "+38:49:00.12"
"N4055" "12:03:42.07" "+21:04:00.12"
"NI2988" "12:03:42.07" "+03:24:00.00"
"N4058" "12:03:48.07" "+03:34:00.12"
"N4059" "12:03:54.07" "+21:19:00.12"
"N4056" "12:04:00.07" "+20:19:00.12"
"N4068" "12:04:00.07" "+52:35:00.24"
"N4060" "12:04:06.07" "+20:21:00.00"
"N4061" "12:04:06.07" "+20:13:00.12"
"N4062" "12:04:06.07" "+31:54:00.36"
"N4063" "12:04:06.07" "+01:52:00.12"
"N4064" "12:04:12.07" "+18:27:00.00"
"N4065" "12:04:12.07" "+20:13:00.12"
"N4066" "12:04:12.07" "+20:22:00.12"
"N4067" "12:04:12.07" "+10:51:00.00"
"N4069" "12:04:12.07" "+20:20:00.24"
"N4070" "12:04:12.07" "+20:26:00.24"
"N4071" "12:04:12.07" "-67:18:00.36"
"NI758" "12:04:12.07" "+62:30:00.36"
"N4072" "12:04:18.07" "+20:13:00.12"
"N4073" "12:04:30.07" "+01:54:00.00"
"N4074" "12:04:36.07" "+20:20:00.24"
"N4076" "12:04:36.07" "+20:12:00.00"
"N4081" "12:04:36.07" "+64:26:00.24"
"N4075" "12:04:42.07" "+02:04:59.88"
"N4077" "12:04:42.07" "+01:48:00.00"
"NI2989" "12:04:42.07" "+01:46:59.88"
"NI2990" "12:04:42.07" "+11:02:00.24"
"N4078" "12:04:48.07" "+10:36:00.00"
"N4079" "12:04:48.07" "-02:22:59.88"
"N4080" "12:05:00.07" "+27:00:00.00"
"NI2991" "12:05:06.07" "+10:37:00.12"
"NI759" "12:05:12.07" "+20:15:00.00"
"NI2992" "12:05:12.07" "+30:21:00.36"
"NI2993" "12:05:12.07" "+32:52:00.12"
"N4057" "12:05:18.07" "+20:19:00.12"
"N4082" "12:05:18.07" "+10:41:00.24"
"N4083" "12:05:18.07" "+10:37:00.12"
"N4084" "12:05:18.07" "+21:14:00.24"
"N4085" "12:05:24.07" "+50:21:00.36"
"N4086" "12:05:30.07" "+20:15:00.00"
"N4090" "12:05:30.07" "+20:19:00.12"
"NI2994" "12:05:30.07" "+12:41:00.24"
"N4087" "12:05:36.07" "-26:33:00.00"
"N4088" "12:05:36.07" "+50:33:00.36"
"N4089" "12:05:36.07" "+20:34:00.12"
"N4091" "12:05:42.07" "+20:34:00.12"
"NI2995" "12:05:48.07" "-27:56:00.24"
"NI2997" "12:05:48.07" "+20:17:00.24"
"N4092" "12:05:54.07" "+20:30:00.00"
"N4093" "12:05:54.07" "+20:33:00.00"
"N4094" "12:05:54.07" "-14:31:59.88"
"NI760" "12:05:54.07" "-29:18:00.00"
"NI2996" "12:05:54.07" "-30:00:00.00"
"NI2998" "12:05:54.07" "+20:45:00.00"
"NI2999" "12:05:54.07" "+31:21:00.36"
"N4095" "12:06:00.07" "+20:35:00.24"
"N4096" "12:06:00.07" "+47:29:00.24"
"NI761" "12:06:00.07" "-12:40:00.12"
"N4097" "12:06:06.07" "+36:52:00.12"
"N4098" "12:06:06.07" "+20:37:00.12"
"N4099" "12:06:06.07" "+20:39:00.00"
"NI3000" "12:06:06.07" "-29:41:00.24"
"N4100" "12:06:12.07" "+49:35:00.24"
"N4101" "12:06:12.07" "+25:34:00.12"
"NI3001" "12:06:12.07" "+33:31:00.12"
"N4102" "12:06:24.07" "+52:43:00.12"
"N4104" "12:06:36.07" "+28:10:00.12"
"N4103" "12:06:42.07" "-61:15:00.36"
"N4105" "12:06:42.07" "-29:46:00.12"
"N4107" "12:06:42.07" "+10:36:00.00"
"N4106" "12:06:48.07" "-29:46:00.12"
"N4108" "12:06:48.07" "+67:10:00.48"
"N4109" "12:06:54.07" "+43:00:00.36"
"N4110" "12:07:06.07" "+18:32:00.24"
"N4111" "12:07:06.07" "+43:04:00.12"
"N4112" "12:07:06.07" "-40:11:00.24"
"NI3002" "12:07:06.07" "+33:22:00.12"
"NI3003" "12:07:06.07" "+32:51:00.36"
"N4113" "12:07:12.07" "+34:00:00.36"
"N4114" "12:07:12.07" "-14:10:59.88"
"N4115" "12:07:12.07" "+14:25:00.12"
"N4122" "12:07:12.07" "+33:00:00.36"
"NI3004" "12:07:12.07" "+13:14:00.24"
"NI3005" "12:07:12.07" "-30:01:00.12"
"NI3006" "12:07:24.07" "+12:59:00.24"
"NI3007" "12:07:24.07" "+31:21:00.36"
"N4116" "12:07:36.07" "+02:42:00.00"
"N4117" "12:07:48.07" "+43:08:00.24"
"N4118" "12:07:54.07" "+43:07:00.12"
"N4119" "12:07:54.07" "+09:33:00.00"
"N4121" "12:07:54.07" "+65:07:00.48"
"NI3010" "12:07:54.07" "-30:20:00.24"
"NI3008" "12:08:00.07" "+13:33:00.00"
"NI3009" "12:08:00.07" "+12:39:00.00"
"N4125" "12:08:06.07" "+65:11:00.24"
"NI762" "12:08:06.07" "+25:45:00.00"
"N4123" "12:08:12.07" "+02:52:59.88"
"N4124" "12:08:12.07" "+10:23:00.24"
"NI763" "12:08:12.07" "+25:49:00.12"
"NI3011" "12:08:12.07" "+10:22:00.12"
"N4127" "12:08:24.07" "+76:48:00.36"
"N4120" "12:08:30.07" "+69:33:00.36"
"N4128" "12:08:30.07" "+68:46:00.48"
"NI3012" "12:08:30.07" "+11:10:00.12"
"NI3013" "12:08:30.07" "+10:01:00.12"
"NI3014" "12:08:30.07" "+38:49:00.12"
"N4133" "12:08:36.07" "+74:56:00.24"
"N4126" "12:08:42.07" "+16:09:00.00"
"N4131" "12:08:42.07" "+29:18:00.36"
"N4129" "12:08:54.07" "-09:01:59.88"
"N4130" "12:08:54.07" "-04:00:00.00"
"N4132" "12:09:00.07" "+29:14:00.24"
"NI3015" "12:09:00.07" "-31:31:00.12"
"N4134" "12:09:12.07" "+29:11:00.24"
"N4135" "12:09:12.07" "+44:00:00.36"
"N4136" "12:09:18.07" "+29:56:00.24"
"N4137" "12:09:18.07" "+44:06:00.36"
"NI3016" "12:09:24.07" "+11:25:00.12"
"NI3017" "12:09:24.07" "+13:36:00.00"
"NI3019" "12:09:24.07" "+14:00:00.00"
"N4138" "12:09:30.07" "+43:41:00.24"
"N4142" "12:09:30.07" "+53:06:00.36"
"NI3018" "12:09:30.07" "+14:04:00.12"
"N4139" "12:09:36.07" "+01:49:00.12"
"N4143" "12:09:36.07" "+42:32:00.24"
"NI3020" "12:09:36.07" "+14:13:00.12"
"N4140" "12:09:42.07" "+01:48:00.00"
"N4141" "12:09:42.07" "+58:51:00.36"
"NI3022" "12:09:54.07" "+38:43:00.12"
"N4144" "12:10:00.07" "+46:27:00.36"
"N4145" "12:10:00.07" "+39:53:00.24"
"NI3021" "12:10:00.07" "+13:01:00.12"
"N4147" "12:10:06.07" "+18:33:00.00"
"N4148" "12:10:06.07" "+35:52:00.12"
"NI3023" "12:10:06.07" "+14:21:00.00"
"NI764" "12:10:12.07" "-29:44:00.24"
"N4146" "12:10:18.07" "+26:26:00.24"
"NI3024" "12:10:18.07" "+12:18:00.00"
"N4149" "12:10:24.07" "+58:19:00.48"
"NI3025" "12:10:24.07" "+10:11:00.24"
"N4151" "12:10:30.07" "+39:24:00.36"
"NI765" "12:10:30.07" "+16:08:00.24"
"NI3027" "12:10:30.07" "+14:11:00.24"
"NI3028" "12:10:30.07" "+11:45:00.00"
"N4150" "12:10:36.07" "+30:24:00.36"
"N4152" "12:10:36.07" "+16:02:00.24"
"NI3026" "12:10:36.07" "-29:56:00.24"
"N4154" "12:10:42.07" "+58:21:00.36"
"N4159" "12:10:42.07" "+76:09:00.36"
"N4153" "12:10:48.07" "+18:22:00.12"
"N4155" "12:10:48.07" "+19:03:00.00"
"N4156" "12:10:48.07" "+39:28:00.12"
"NI3029" "12:10:48.07" "+13:19:00.12"
"NI766" "12:10:54.07" "-12:40:00.12"
"N4157" "12:11:06.07" "+50:29:00.24"
"NI767" "12:11:06.07" "+12:05:00.24"
"NI3030" "12:11:06.07" "+14:08:00.24"
"NI3031" "12:11:06.07" "+13:18:00.00"
"NI3032" "12:11:06.07" "+14:16:00.12"
"NI3033" "12:11:06.07" "+13:35:00.24"
"N4158" "12:11:12.07" "+20:11:00.24"
"N4161" "12:11:24.07" "+57:44:00.24"
"N4160" "12:11:36.07" "+43:45:00.36"
"N4162" "12:11:54.07" "+24:07:00.12"
"NI768" "12:11:54.07" "+12:08:00.24"
"NI3034" "12:11:54.07" "+14:11:00.24"
"N4164" "12:12:06.07" "+13:12:00.00"
"N4163" "12:12:12.07" "+36:10:00.12"
"N4165" "12:12:12.07" "+13:15:00.00"
"N4166" "12:12:12.07" "+17:46:00.12"
"N4167" "12:12:12.07" "+36:31:00.12"
"N4169" "12:12:12.07" "+29:10:00.12"
"N4172" "12:12:12.07" "+56:11:00.24"
"NI3035" "12:12:12.07" "+13:15:00.00"
"NI3036" "12:12:12.07" "+12:28:00.12"
"N4168" "12:12:18.07" "+13:12:00.00"
"N4170" "12:12:18.07" "+29:12:00.36"
"N4171" "12:12:18.07" "+29:12:00.36"
"N4173" "12:12:18.07" "+29:11:00.24"
"N4174" "12:12:24.07" "+29:08:00.24"
"NI3037" "12:12:24.07" "+09:59:00.24"
"N4175" "12:12:30.07" "+29:09:00.36"
"NI769" "12:12:30.07" "+12:07:00.12"
"NI3039" "12:12:30.07" "+12:18:00.00"
"NI3038" "12:12:36.07" "+11:20:00.24"
"N4176" "12:12:42.07" "-09:07:59.88"
"NI3040" "12:12:42.07" "+11:04:00.12"
"NI3041" "12:12:42.07" "+12:44:00.24"
"N4177" "12:12:48.07" "-14:00:00.00"
"N4178" "12:12:48.07" "+10:52:00.12"
"NI3042" "12:12:48.07" "+10:52:00.12"
"NI3043" "12:12:48.07" "+10:00:00.00"
"NI3044" "12:12:48.07" "+13:59:00.24"
"N4179" "12:12:54.07" "+01:18:00.00"
"NI770" "12:13:00.07" "-04:33:00.00"
"NI3045" "12:13:00.07" "+12:47:00.24"
"N4180" "12:13:06.07" "+07:02:00.24"
"NI3046" "12:13:06.07" "+12:55:00.12"
"N4183" "12:13:18.07" "+43:42:00.36"
"NI3047" "12:13:18.07" "+12:58:00.12"
"N4181" "12:13:24.07" "+50:46:00.12"
"N4182" "12:13:24.07" "+04:03:00.00"
"N4185" "12:13:24.07" "+28:31:00.12"
"N4187" "12:13:24.07" "+50:44:00.24"
"NI3048" "12:13:24.07" "+13:04:00.12"
"NI3049" "12:13:30.07" "+14:29:00.24"
"N4184" "12:13:36.07" "-62:42:00.36"
"N4190" "12:13:42.07" "+36:38:00.24"
"NI3050" "12:13:42.07" "+13:26:00.24"
"N4189" "12:13:48.07" "+13:26:00.24"
"N4192" "12:13:48.07" "+14:54:00.00"
"N4191" "12:13:54.07" "+07:12:00.00"
"N4193" "12:13:54.07" "+13:10:00.12"
"NI3051" "12:13:54.07" "+13:10:00.12"
"NI3052" "12:13:54.07" "+12:40:00.12"
